"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (ARS)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","Resultados (iniciales)","Indicador de resultados (iniciales)"
2026-05-01,2026-05-31,"DINAMICO (carrusel)  TV HOTSALE 2026 - Copia",not_delivering,10,actions:offsite_conversion.fb_pixel_purchase,1661.969,5000,Diario,16619.69,4472,2403,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-15T15:52:32-0300,Promedio,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","HOTSALE 2026 | RMK TV",,
2026-05-01,2026-05-31,"Dinamico (img/video) Celu",active,91,actions:omni_landing_page_view,72.32175824,7040,Diario,6581.28,9719,8295,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,Promedio,Promedio,Promedio,"AO (Celulares)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Kitchen Heladeras ticket alto",active,822,actions:omni_landing_page_view,29.83273723,2000,Diario,24522.51,39777,26812,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:31:15-0300,Promedio,"Por encima del promedio","Por encima del promedio","AO (Electro Heladeras) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Informatica Monitores",active,804,actions:omni_landing_page_view,22.52223881,1500,Diario,18107.88,19395,12262,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:23-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","AO (InformaticaMonitores)  | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/img Wearables AO Feb2025",active,12,actions:omni_landing_page_view,122.14833333,2000,Diario,1465.78,1445,1264,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:57-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","AO (Wearables)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Kitchen",active,922,actions:omni_landing_page_view,26.54481562,2000,Diario,24474.32,41042,28467,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,Promedio,"Por encima del promedio","Por encima del promedio","AO (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) TV",active,4549,actions:omni_landing_page_view,18.42221148,7000,Diario,83802.64,153039,88236,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:51-0300,Promedio,"Por encima del promedio","Por encima del promedio","AO (TV)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Accesorios",active,1656,actions:omni_landing_page_view,14.99522947,2000,Diario,24832.1,38670,28529,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:31:03-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 20% de los anuncios menos relevantes","AO (Accesorios)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Celu",active,2619,actions:omni_landing_page_view,27.504811,7040,Diario,72035.1,140376,78932,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,Promedio,"Por encima del promedio","Por encima del promedio","AO (Celulares)  | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/video Celulares AO Feb2025",active,206,actions:omni_landing_page_view,35.11679612,7040,Diario,7234.06,12602,7970,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,Promedio,"Por encima del promedio","Por encima del promedio","AO (Celulares)  | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/img Celulares AO Feb2025",active,33,actions:omni_landing_page_view,50.56545455,7040,Diario,1668.66,2771,2451,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,Promedio,"Por encima del promedio","Por encima del promedio","AO (Celulares)  | Target A+",,
2026-05-01,2026-05-31,"VIDEO AO Celulares Feb2025",active,8,actions:omni_landing_page_view,126.81125,7040,Diario,1014.49,182,141,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,-,-,-,"AO (Celulares)  | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/img Kitchen AO Feb2025",active,5,actions:omni_landing_page_view,20.934,2000,Diario,104.67,179,172,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img/video) Informatica Monitores",active,37,actions:omni_landing_page_view,22.01486486,1500,Diario,814.55,713,646,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:23-0300,-,-,-,"AO (InformaticaMonitores)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img/video) Kitchen Heladeras ticket alto",active,3,actions:omni_landing_page_view,61.95,2000,Diario,185.85,217,196,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:31:15-0300,-,-,-,"AO (Electro Heladeras) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img/video) Wearables",active,,,,2000,Diario,350.4,320,315,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:57-0300,-,-,-,"AO (Wearables)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Wearables",active,583,actions:omni_landing_page_view,39.11531732,2000,Diario,22804.23,31608,22853,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:57-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","AO (Wearables)  | Target A+",,
2026-05-01,2026-05-31,"VIDEO AO Wearables Feb2025",active,1,actions:omni_landing_page_view,38.05,2000,Diario,38.05,31,31,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:57-0300,-,-,-,"AO (Wearables)  | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/video Wearables AO Feb2025",active,4,actions:omni_landing_page_view,35.8675,2000,Diario,143.47,197,172,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:57-0300,-,-,-,"AO (Wearables)  | Target A+",,
2026-05-01,2026-05-31,"VIDEO AO KitchenFeb2025",active,2,actions:omni_landing_page_view,124.455,2000,Diario,248.91,128,115,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/video Kitchen AO Feb2025",active,4,actions:omni_landing_page_view,53.16,2000,Diario,212.64,344,285,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img/video) Kitchen",active,1,actions:omni_landing_page_view,19.15,2000,Diario,19.15,20,18,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:18-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"VIDEO AO TV Feb2025",active,60,actions:omni_landing_page_view,33.856,7000,Diario,2031.36,1657,1410,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:51-0300,-,-,-,"AO (TV)  | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/img TV AO Feb2025",active,59,actions:omni_landing_page_view,13.92254237,7000,Diario,821.43,1510,1282,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:51-0300,Promedio,"Por encima del promedio","Por encima del promedio","AO (TV)  | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/video TV AO Feb2025",active,68,actions:omni_landing_page_view,23.47588235,7000,Diario,1596.36,2801,1853,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:51-0300,Promedio,"Por encima del promedio","Por encima del promedio","AO (TV)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img/video) Accesorios",active,7,actions:omni_landing_page_view,23.47142857,2000,Diario,164.3,206,205,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:31:03-0300,-,-,-,"AO (Accesorios)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Audio Soundbar",active,2396,actions:omni_landing_page_view,31.62621035,7000,Diario,75776.4,108750,62174,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:35-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","AO (AudioSoundbar)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img/video) Audio Soundbar",active,5,actions:omni_landing_page_view,24.214,7000,Diario,121.07,212,185,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:35-0300,-,-,-,"AO (AudioSoundbar)  | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/video Audio AO Feb2025",active,45,actions:omni_landing_page_view,53.49488889,7000,Diario,2407.27,3010,1953,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:35-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","AO (AudioSoundbar)  | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/img Audio AO Feb2025",active,127,actions:omni_landing_page_view,75.9307874,7000,Diario,9643.21,11572,8315,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-19T12:30:35-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","AO (AudioSoundbar)  | Target A+",,
2026-05-01,2026-05-31,"DINAMICO (img/video) TV",active,23,actions:offsite_conversion.fb_pixel_purchase,2096.27434783,5000,Diario,48214.31,16603,8177,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:56:09-0300,Promedio,Promedio,Promedio,"TV | RMK WEB TV",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Celulares",active,9,actions:offsite_conversion.fb_pixel_purchase,3474.73888889,3000,Diario,31272.65,11200,5585,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:56:03-0300,Promedio,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","Celulares | RMK WEB Celulares",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Audio Soundbar",active,15,actions:offsite_conversion.fb_pixel_purchase,3710.67533333,5000,Diario,55660.13,16744,2428,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:55:51-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","Audio Soundbar | RMK WEB Audio",,
2026-05-01,2026-05-31,"IMG AO TV Feb2025",not_delivering,41,actions:omni_landing_page_view,15.69707317,7000,Diario,643.58,568,494,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:09:59-0300,-,-,-,"AO (TV)  | Target A+",,
2026-05-01,2026-05-31,"IMG AO Celulares Feb2025",not_delivering,,,,7040,Diario,17.21,27,25,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:19:44-0300,-,-,-,"AO (Celulares)  | Target A+",,
2026-05-01,2026-05-31,"IMG AO KitchenFeb2025",not_delivering,24,actions:omni_landing_page_view,41.40333333,2000,Diario,993.68,963,912,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:17:52-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"IMG AO Wearables Feb2025",not_delivering,5,actions:omni_landing_page_view,74.622,2000,Diario,373.11,288,273,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:21:57-0300,-,-,-,"AO (Wearables)  | Target A+",,
2026-05-01,2026-05-31,"VIDEO AO TV Feb2025",not_delivering,,,,7000,Diario,3.53,19,18,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:09:59-0300,-,-,-,"AO (TV)  | Target A+",,
2026-05-01,2026-05-31,"VIDEO ELECTRODAYS 2026",not_delivering,,,,3000,Diario,749.69,167,142,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:55:36-0300,-,-,-,"ELECTRODAYS 2026 |  RMK WEB + LKL",,
2026-05-01,2026-05-31,"VIDEO MUNDIAL 2026",not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,4127.25625,5000,Diario,33018.05,7251,2710,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:53:45-0300,-,-,-,"MUNDIAL 2026 TV |  RMK WEB TV",,
2026-05-01,2026-05-31,"VIDEO BNA 20 CSI 2026",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,4789.00333333,10000,Diario,28734.02,9391,5712,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:42:36-0300,-,-,-,"BNA 20 CSI Abril 2026 |  Target bancos y tarjetas",,
2026-05-01,2026-05-31,"IMG BNA 20 CSI 2026",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,2342.365,10000,Diario,4684.73,1529,1273,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:42:36-0300,-,-,-,"BNA 20 CSI Abril 2026 |  Target bancos y tarjetas",,
2026-05-01,2026-05-31,"IMG TV AO",not_delivering,,,,5000,Diario,17888.61,5395,2855,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:22:36-0300,-,-,-,"TV | RMK WEB TV",,
2026-05-01,2026-05-31,"CARRUSEL KILLERS BNA + Cupon",not_delivering,,,,4000,Diario,32229.75,9439,5593,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:32:50-0300,-,-,-,"BNA + Cupon 2026 Killers |  RMK WEB BNA",,
2026-05-01,2026-05-31,"IMG HOTSALE 2026 (Previa)",not_delivering,131,actions:leadgen.other,799.02198473,10000,Diario,104671.88,19474,11774,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-30T23:28:37-0300,-,-,-,"HOTSALE 2025 (Previa) | Target Samsung",,
2026-05-01,2026-05-31,"VIDEO HOTSALE 2026 (Previa)",not_delivering,47,actions:leadgen.other,988.70893617,10000,Diario,46469.32,8534,6416,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-30T23:28:37-0300,-,-,-,"HOTSALE 2025 (Previa) | Target Samsung",,
2026-05-01,2026-05-31,"VIDEO HOTSALE 2026 (Previa) - Copia",not_delivering,65,actions:leadgen.other,1004.24876923,45000,Diario,65276.17,7857,5596,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-08T11:42:06-0300,-,-,-,"HOTSALE 2025 (Previa) | Target A+ Principales ciudades",,
2026-05-01,2026-05-31,"IMG HOTSALE 2026 (Previa) - Copia",not_delivering,233,actions:leadgen.other,941.72957082,45000,Diario,219422.99,29267,16001,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-08T11:42:06-0300,-,-,-,"HOTSALE 2025 (Previa) | Target A+ Principales ciudades",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) TV",active,,,,5000,Diario,1865.11,568,473,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:56:09-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","TV | RMK WEB TV",,
2026-05-01,2026-05-31,"DINAMICO (img/video) Celulares",active,2,actions:offsite_conversion.fb_pixel_purchase,1231.17,3000,Diario,2462.34,712,542,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:56:03-0300,Promedio,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","Celulares | RMK WEB Celulares",,
2026-05-01,2026-05-31,"DINAMICO (img/video) Audio Soundbar",active,,,,5000,Diario,1655.41,369,227,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:55:51-0300,-,-,-,"Audio Soundbar | RMK WEB Audio",,
2026-05-01,2026-05-31,"DINAMICO (img/video) Kitchen",active,,,,3000,Diario,1351.2,261,207,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:56:00-0300,-,-,-,"Kitchen | RMK WEB Kitchen",,
2026-05-01,2026-05-31,"DINAMICO (img/video) Electro Heladeras",active,11,actions:offsite_conversion.fb_pixel_purchase,2985.44272727,3000,Diario,32839.87,12825,6447,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:56:00-0300,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes",Promedio,"Electro Heladera | RMK WEB Electro",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Kitchen",active,6,actions:offsite_conversion.fb_pixel_purchase,5495.94333333,3000,Diario,32975.66,12321,5711,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:56:00-0300,Promedio,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","Kitchen | RMK WEB Kitchen",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Electro Heladeras",active,,,,3000,Diario,1498.91,677,546,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-20T17:56:00-0300,Promedio,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","Electro Heladera | RMK WEB Electro",,
2026-05-01,2026-05-31,"COLECCION c/videoMUNDIAL 2026 - Copia 2",inactive,,,,5000,Diario,5654.51,1234,678,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,Promedio,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","MUNDIAL 2026 TV |  RMK WEB TV",,
2026-05-01,2026-05-31,"COLECCION c/img IMG MUNDIAL 2026 - Copia",inactive,,,,5000,Diario,262.69,67,58,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"MUNDIAL 2026 TV |  RMK WEB TV",,
2026-05-01,2026-05-31,"DINAMICO Killers MUNDIAL 2026",inactive,,,,5000,Diario,2265.25,631,412,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"MUNDIAL 2026 TV |  RMK WEB TV",,
2026-05-01,2026-05-31,"IMG ELECTRODAYS 2026",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,416.405,3000,Diario,832.81,266,234,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:55:36-0300,-,-,-,"ELECTRODAYS 2026 |  RMK WEB + LKL",,
2026-05-01,2026-05-31,"IMG MUNDIAL 2026",not_delivering,,,,5000,Diario,1873.03,398,300,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:53:45-0300,-,-,-,"MUNDIAL 2026 TV |  RMK WEB TV",,
2026-05-01,2026-05-31,"CARRUSEL KILLERS BNA 20 CSI 2026",not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,3559.50125,10000,Diario,28476.01,8958,4448,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:42:36-0300,-,-,-,"BNA 20 CSI Abril 2026 |  Target bancos y tarjetas",,
2026-05-01,2026-05-31,"CARRUSEL KILLERS ELECTRODAYS 2026 (Act21abril)",inactive,,,,3000,Diario,1308.59,450,408,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:55:36-0300,-,-,-,"ELECTRODAYS 2026 |  RMK WEB + LKL",,
2026-05-01,2026-05-31,"IMG BANCARIAS 2026",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,26877.08,7000,Diario,53754.16,19672,9783,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:31:26-0300,-,-,-,"BANCARIAS 2026 |  RMK 30",,
2026-05-01,2026-05-31,"VIDEO BANCARIAS 2026",not_delivering,,,,7000,Diario,1741.54,384,285,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:31:26-0300,-,-,-,"BANCARIAS 2026 |  RMK 30",,
2026-05-01,2026-05-31,"IMG HOTSALE 2026 (Previa)",not_delivering,28,actions:leadgen.other,1177.62857143,10000,Diario,32973.6,5827,2767,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-05T10:49:13-0300,-,-,-,"HOTSALE 2025 (Previa) | RMK",,
2026-05-01,2026-05-31,"VIDEO HOTSALE 2026 (Previa)",not_delivering,13,actions:leadgen.other,1728.49230769,10000,Diario,22470.4,4024,1835,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-05T10:49:13-0300,-,-,-,"HOTSALE 2025 (Previa) | RMK",,
2026-05-01,2026-05-31,"IMG HOTSALE 2026",not_delivering,34,actions:offsite_conversion.fb_pixel_purchase,1284.51441176,50000,Diario,43673.49,3549,1746,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:10:34-0300,-,-,-,"HOTSALE 2026 | RMK Previa",,
2026-05-01,2026-05-31,"VIDEO HOTSALE 2026",not_delivering,31,actions:offsite_conversion.fb_pixel_purchase,2669.84580645,50000,Diario,82765.22,9079,4493,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:10:34-0300,-,-,-,"HOTSALE 2026 | RMK Previa",,
2026-05-01,2026-05-31,"IMG HOTSALE 2026",not_delivering,,,,20000,Diario,766.85,154,138,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:26:50-0300,-,-,-,"HOTSALE 2026 | Lookalike + RMK",,
2026-05-01,2026-05-31,"VIDEO HOTSALE 2026",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,4745.96333333,20000,Diario,28475.78,12701,9463,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:26:50-0300,-,-,-,"HOTSALE 2026 | Lookalike + RMK",,
2026-05-01,2026-05-31,"CARRUSEL Categorias HOTSALE 2026",inactive,2,actions:offsite_conversion.fb_pixel_purchase,2217.02,50000,Diario,4434.04,340,256,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:10:34-0300,-,-,-,"HOTSALE 2026 | RMK Previa",,
2026-05-01,2026-05-31,"CARRUSEL Categorias HOTSALE 2026 - Copia",not_delivering,,,,20000,Diario,124.75,40,35,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:26:50-0300,-,-,-,"HOTSALE 2026 | Lookalike + RMK",,
2026-05-01,2026-05-31,"IMG Bancarias HOTSALE 2026",not_delivering,11,actions:offsite_conversion.fb_pixel_purchase,1903.31545455,50000,Diario,20936.47,1744,1324,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:10:34-0300,-,-,-,"HOTSALE 2026 | RMK Previa",,
2026-05-01,2026-05-31,"VIDEO Bancarias HOTSALE 2026",not_delivering,,,,50000,Diario,7088.28,784,593,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:10:34-0300,-,-,-,"HOTSALE 2026 | RMK Previa",,
2026-05-01,2026-05-31,"CARRUSEL Bancarias HOTSALE 2026",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,689.89166667,50000,Diario,4139.35,276,197,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:10:34-0300,-,-,-,"HOTSALE 2026 | RMK Previa",,
2026-05-01,2026-05-31,"CARRUSEL Bancarias HOTSALE 2026 - Copia",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,1320.03,20000,Diario,7920.18,1704,1499,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:26:50-0300,-,-,-,"HOTSALE 2026 | Lookalike + RMK",,
2026-05-01,2026-05-31,"VIDEO Bancarias HOTSALE 2026 - Copia",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,2031.785,20000,Diario,4063.57,1518,1386,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:26:50-0300,-,-,-,"HOTSALE 2026 | Lookalike + RMK",,
