"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (ARS)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","Resultados (iniciales)","Indicador de resultados (iniciales)"
2026-04-01,2026-04-30,"IMG AO Generica Feb2025",not_delivering,3,actions:omni_landing_page_view,30.78,2000,Diario,92.34,96,92,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-24T17:25:47-0300,-,-,-,"AO Trafico | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/img Kitchen AO Feb2025",not_delivering,34,actions:omni_landing_page_view,77.19764706,2000,Diario,2624.72,3134,2228,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:17:52-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-04-01,2026-04-30,"VIDEO AO KitchenFeb2025",not_delivering,5,actions:omni_landing_page_view,127.556,2000,Diario,637.78,527,506,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:17:52-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/video Kitchen AO Feb2025",not_delivering,178,actions:omni_landing_page_view,54.26398876,2000,Diario,9658.99,14267,7902,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:17:52-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/video Informatica Categoria General AO Feb2025",not_delivering,13,actions:omni_landing_page_view,61.43307692,2000,Diario,798.63,484,417,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-06T16:56:41-0300,-,-,-,"AO (InformaticaCategoriaGeneral)  | Target A+",,
2026-04-01,2026-04-30,"VIDEO AO Informatica Categoria GeneralFeb2025",not_delivering,2,actions:omni_landing_page_view,146.705,2000,Diario,293.41,228,224,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-06T16:56:41-0300,-,-,-,"AO (InformaticaCategoriaGeneral)  | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/img Informatica Categoria GeneralAO Feb2025 NO ESTAN LAS PIEZAS",not_delivering,20,actions:omni_landing_page_view,59.628,2000,Diario,1192.56,860,728,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-06T16:56:41-0300,-,-,-,"AO (InformaticaCategoriaGeneral)  | Target A+",,
2026-04-01,2026-04-30,"DINAMICO (carrusel) Celulares",not_delivering,14,actions:offsite_conversion.fb_pixel_purchase,3525.89928571,3000,Diario,49362.59,15626,6535,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:17:12-0300,-,-,-,"Celulares | RMK WEB Celulares",,
2026-04-01,2026-04-30,"DINAMICO (img/video) Celulares",not_delivering,,,,3000,Diario,1930.71,679,551,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:17:12-0300,-,-,-,"Celulares | RMK WEB Celulares",,
2026-04-01,2026-04-30,"DINAMICO (img/video) Electro Heladeras",not_delivering,,,,3000,Diario,12505.97,4158,2492,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:11:08-0300,-,-,-,"Electro Heladera | RMK WEB Electro",,
2026-04-01,2026-04-30,"DINAMICO (carrusel) Electro Heladeras",not_delivering,29,actions:offsite_conversion.fb_pixel_purchase,4035.0462069,3000,Diario,117016.34,38896,16836,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:11:08-0300,-,-,-,"Electro Heladera | RMK WEB Electro",,
2026-04-01,2026-04-30,"DINAMICO (img/video) Kitchen",not_delivering,10,actions:offsite_conversion.fb_pixel_purchase,7920.928,3000,Diario,79209.28,21891,9384,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:07:56-0300,-,-,-,"Kitchen | RMK WEB Kitchen",,
2026-04-01,2026-04-30,"DINAMICO (carrusel) Kitchen",not_delivering,,,,3000,Diario,7420.78,2279,1442,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:07:56-0300,-,-,-,"Kitchen | RMK WEB Kitchen",,
2026-04-01,2026-04-30,"Dinamico (img/video) Accesorios",not_delivering,8,actions:omni_landing_page_view,95.72125,4000,Diario,765.77,903,840,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:11:13-0300,-,-,-,"AO (Accesorios)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (carrusel) Accesorios",not_delivering,3413,actions:omni_landing_page_view,20.2271257,4000,Diario,69035.18,124088,71150,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:11:13-0300,-,-,-,"AO (Accesorios)  | Target A+",,
2026-04-01,2026-04-30,"VIDEO TV AO",not_delivering,,,,5000,Diario,5616.12,866,488,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:22:36-0300,-,-,-,"TV | RMK WEB TV",,
2026-04-01,2026-04-30,"VIDEO Informatica Monitores AO",not_delivering,,,,3000,Diario,1082.12,265,147,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-14T13:25:48-0300,-,-,-,"Informatica Monitores | RMK Monitores",,
2026-04-01,2026-04-30,"COLECCION c/img Informatica Monitores AO",not_delivering,,,,3000,Diario,30285.69,8285,1392,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-14T13:25:48-0300,-,-,-,"Informatica Monitores | RMK Monitores",,
2026-04-01,2026-04-30,"COLECCION c/img IMG MUNDIAL 2026",not_delivering,,,,5000,Diario,9236.55,2443,1634,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:53:45-0300,-,-,-,"MUNDIAL 2026 TV |  RMK WEB TV",,
2026-04-01,2026-04-30,"COLECCION  c/img BNA 20 CSI 2026",not_delivering,,,,10000,Diario,14971.15,5204,3748,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:42:36-0300,-,-,-,"BNA 20 CSI Abril 2026 |  Target bancos y tarjetas",,
2026-04-01,2026-04-30,"COLECCION c/videoMUNDIAL 2026 - Copia",not_delivering,13,actions:offsite_conversion.fb_pixel_purchase,2339.75846154,5000,Diario,30416.86,9322,3033,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:53:45-0300,-,-,-,"MUNDIAL 2026 TV |  RMK WEB TV",,
